SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4
2021-2022,17,ILLINOIS,IL,Barrington Middle Sch Station,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922001003,1.70505E+11,1700192,215 Eastern Ave,,,Barrington,IL,60010,4627,215 Eastern Ave,,,Barrington,IL,60010,4627
2021-2022,17,ILLINOIS,IL,Sunny Hill Elem School,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922002003,1.70505E+11,1700193,2500 Helm Rd,,,Carpentersville,IL,60110,1329,2500 Helm Rd,,,Carpentersville,IL,60110,1329
2021-2022,17,ILLINOIS,IL,Roslyn Road Elem School,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922002006,1.70505E+11,1700194,224 Roslyn Rd,,,Barrington,IL,60010,2827,224 Roslyn Rd,,,Barrington,IL,60010,2827
2021-2022,17,ILLINOIS,IL,Arnett C Lines Elem School,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922002007,1.70505E+11,1700195,217 Eastern Ave,,,Barrington,IL,60010,4627,217 Eastern Ave,,,Barrington,IL,60010,4627
2021-2022,17,ILLINOIS,IL,Grove Avenue Elem School,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922002004,1.70505E+11,1700196,900 S Grove Ave,,,Barrington,IL,60010,5023,900 S Grove Ave,,,Barrington,IL,60010,5023
2021-2022,17,ILLINOIS,IL,Barbara B Rose Elem School,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922002009,1.70505E+11,1702987,61 W Penny Rd,,,South Barrington,IL,60010,9127,61 W Penny Rd,,,South Barrington,IL,60010,9127
2021-2022,17,ILLINOIS,IL,Barrington Early Learning Center,Barrington CUSD 220,1,,IL-34-049-2200-26,1705050,IL-34-049-2200-26-3404922002010,1.70505E+11,1706366,40 E Dundee Rd,,,Barrington,IL,60010,5227,40 E Dundee Rd,,,Barrington,IL,60010,5227
2021-2022,17,ILLINOIS,IL,Bartelso Elem School,Bartelso SD 57,1,,IL-13-014-0570-02,1705160,IL-13-014-0570-02-1301405702001,1.70516E+11,1700198,PO Box 267,,,Bartelso,IL,62218,267,PO Box 267,,,Bartelso,IL,62218,267
2021-2022,17,ILLINOIS,IL,Bartonville Elem School,Bartonville SD 66,1,,IL-48-072-0660-02,1705190,IL-48-072-0660-02-4807206602001,1.70519E+11,1700199,6000 S Adams St,,,Bartonville,IL,61607,2580,6000 S Adams St,,,Bartonville,IL,61607,2580
2021-2022,17,ILLINOIS,IL,Alice Gustafson Elem School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510102003,1.70522E+11,1700200,905 Carlisle Rd,,,Batavia,IL,60510,3024,905 Carlisle Rd,,,Batavia,IL,60510,3024
2021-2022,17,ILLINOIS,IL,Sam Rotolo Middle Sch,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510101002,1.70522E+11,1700201,1501 S Raddant Rd,,,Batavia,IL,60510,8366,1501 S Raddant Rd,,,Batavia,IL,60510,8366
2021-2022,17,ILLINOIS,IL,Batavia Sr High School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510100001,1.70522E+11,1700202,1201 Main St,,,Batavia,IL,60510,1607,1201 Main St,,,Batavia,IL,60510,1607
2021-2022,17,ILLINOIS,IL,H C Storm Elem School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510102007,1.70522E+11,1700203,305 N Van Nortwick Ave,,,Batavia,IL,60510,1711,305 N Van Nortwick Ave,,,Batavia,IL,60510,1711
2021-2022,17,ILLINOIS,IL,J B Nelson Elem School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510102005,1.70522E+11,1700204,334 William Wood Ln,,,Batavia,IL,60510,2762,334 William Wood Ln,,,Batavia,IL,60510,2762
2021-2022,17,ILLINOIS,IL,Louise White Elem School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510102006,1.70522E+11,1700205,800 N Prairie St,,,Batavia,IL,60510,2071,800 N Prairie St,,,Batavia,IL,60510,2071
2021-2022,17,ILLINOIS,IL,Grace McWayne Elementary School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510102009,1.70522E+11,1700499,3501 Hapner Way,,,Batavia,IL,60510,2678,3501 Hapner Way,,,Batavia,IL,60510,2678
2021-2022,17,ILLINOIS,IL,Hoover Wood Elem School,Batavia USD 101,1,,IL-31-045-1010-22,1705220,IL-31-045-1010-22-3104510102010,1.70522E+11,1704397,1640 Wagner Rd,,,Batavia,IL,60510,9396,1640 Wagner Rd,,,Batavia,IL,60510,9396
2021-2022,17,ILLINOIS,IL,Beardstown Jr/Sr High School,Beardstown CUSD 15,1,,IL-01-009-0150-26,1705310,IL-01-009-0150-26-0100901500007,1.70531E+11,1700216,500 E 15th St,,,Beardstown,IL,62618,2052,500 E 15th St,,,Beardstown,IL,62618,2052
2021-2022,17,ILLINOIS,IL,Gard Elementary School,Beardstown CUSD 15,1,,IL-01-009-0150-26,1705310,IL-01-009-0150-26-0100901502003,1.70531E+11,1700217,400 E 15th St,,,Beardstown,IL,62618,2054,400 E 15th St,,,Beardstown,IL,62618,2054
2021-2022,17,ILLINOIS,IL,Grand Ave Sch,Beardstown CUSD 15,1,,IL-01-009-0150-26,1705310,IL-01-009-0150-26-0100901503002,1.70531E+11,1700218,1301 Grand Ave,,,Beardstown,IL,62618,8092,1301 Grand Ave,,,Beardstown,IL,62618,8092
2021-2022,17,ILLINOIS,IL,Beecher Elem School,Beecher CUSD 200U,1,,IL-56-099-200U-26,1705430,IL-56-099-200U-26-56099200U2002,1.70543E+11,1700222,PO Box 308,,,Beecher,IL,60401,308,PO Box 308,,,Beecher,IL,60401,308
2021-2022,17,ILLINOIS,IL,Beecher High School,Beecher CUSD 200U,1,,IL-56-099-200U-26,1705430,IL-56-099-200U-26-56099200U0001,1.70543E+11,1700223,PO Box 338,,,Beecher,IL,60401,338,PO Box 338,,,Beecher,IL,60401,338
2021-2022,17,ILLINOIS,IL,Beecher Junior High School,Beecher CUSD 200U,1,,IL-56-099-200U-26,1705430,IL-56-099-200U-26-56099200U1001,1.70543E+11,1704523,101 E Church Rd,,,Beecher,IL,60401,3633,101 E Church Rd,,,Beecher,IL,60401,3633
2021-2022,17,ILLINOIS,IL,Beecher City Grade School,Beecher City CUSD 20,1,,IL-03-025-0200-26,1705460,IL-03-025-0200-26-0302502002003,1.70546E+11,1700224,306 E Vine,,,Beecher City,IL,62414,98,306 E Vine,,,Beecher City,IL,62414,98
2021-2022,17,ILLINOIS,IL,Beecher City Jr-Sr High School,Beecher City CUSD 20,1,,IL-03-025-0200-26,1705460,IL-03-025-0200-26-0302502000001,1.70546E+11,1700225,438 E State Highway 33,,,Beecher City,IL,62414,2219,438 E State Highway 33,,,Beecher City,IL,62414,2219
2021-2022,17,ILLINOIS,IL,Marseilles Elementary School,Marseilles ESD 150,1,,IL-35-050-1500-02,1705466,IL-35-050-1500-02-3505015002001,1.70547E+11,1705466,201 Chicago St,,,Marseilles,IL,61341,2058,201 Chicago St,,,Marseilles,IL,61341,2058
2021-2022,17,ILLINOIS,IL,Opdyke-Belle Rive Grade Sch,Opdyke-Belle-Rive CCSD 5,1,,IL-13-041-0050-04,1705570,IL-13-041-0050-04-1304100502002,1.70557E+11,1705895,PO Box 189,,,Opdyke,IL,62872,189,PO Box 189,,,Opdyke,IL,62872,189
2021-2022,17,ILLINOIS,IL,Belle Valley School,Belle Valley SD 119,1,,IL-50-082-1190-02,1705580,IL-50-082-1190-02-5008211902001,1.70558E+11,1700229,2465 Amann Dr,,,Belleville,IL,62220,3463,2465 Amann Dr,,,Belleville,IL,62220,3463
2021-2022,17,ILLINOIS,IL,Abraham Lincoln Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802001,1.70561E+11,1700231,820 Royal Heights Rd,,,Belleville,IL,62226,5704,820 Royal Heights Rd,,,Belleville,IL,62226,5704
2021-2022,17,ILLINOIS,IL,Central Jr High School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211801012,1.70561E+11,1700232,1801 Central School Rd,,,Belleville,IL,62220,3265,1801 Central School Rd,,,Belleville,IL,62220,3265
2021-2022,17,ILLINOIS,IL,Douglas Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802004,1.70561E+11,1700233,125 Carlyle Ave,,,Belleville,IL,62220,3905,125 Carlyle Ave,,,Belleville,IL,62220,3905
2021-2022,17,ILLINOIS,IL,Franklin Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802005,1.70561E+11,1700234,301 N 2nd St,,,Belleville,IL,62220,1254,301 N 2nd St,,,Belleville,IL,62220,1254
2021-2022,17,ILLINOIS,IL,Henry Raab Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802006,1.70561E+11,1700235,1120 Union Ave,,,Belleville,IL,62220,1855,1120 Union Ave,,,Belleville,IL,62220,1855
2021-2022,17,ILLINOIS,IL,Jefferson Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802007,1.70561E+11,1700236,1400 N Charles St,,,Belleville,IL,62221,4858,1400 N Charles St,,,Belleville,IL,62221,4858
2021-2022,17,ILLINOIS,IL,Roosevelt Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802009,1.70561E+11,1700237,700 W Cleveland Ave,,,Belleville,IL,62220,2465,700 W Cleveland Ave,,,Belleville,IL,62220,2465
2021-2022,17,ILLINOIS,IL,Union Elem School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802010,1.70561E+11,1700239,20 S 27th St,,,Belleville,IL,62226,6724,20 S 27th St,,,Belleville,IL,62226,6724
2021-2022,17,ILLINOIS,IL,West Jr High School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211801013,1.70561E+11,1700241,840 Royal Heights Rd,,,Belleville,IL,62226,5704,840 Royal Heights Rd,,,Belleville,IL,62226,5704
2021-2022,17,ILLINOIS,IL,Westhaven Elementary,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211802013,1.70561E+11,1702196,118 Westhaven School Rd,,,Belleville,IL,62220,3264,118 Westhaven School Rd,,,Belleville,IL,62220,3264
2021-2022,17,ILLINOIS,IL,Washington School,Belleville SD 118,1,,IL-50-082-1180-02,1705610,IL-50-082-1180-02-5008211803001,1.70561E+11,1706367,400 S Charles St,,,Belleville,IL,62220,2243,400 S Charles St,,,Belleville,IL,62220,2243
2021-2022,17,ILLINOIS,IL,Belleville High School-East,Belleville Twp HSD 201,1,,IL-50-082-2010-17,1705640,IL-50-082-2010-17-5008220100001,1.70564E+11,1700242,2555 West Blvd,,,Belleville,IL,62221,5525,2555 West Blvd,,,Belleville,IL,62221,5525
2021-2022,17,ILLINOIS,IL,Belleville High School-West,Belleville Twp HSD 201,1,,IL-50-082-2010-17,1705640,IL-50-082-2010-17-5008220100002,1.70564E+11,1700243,4063 Frank Scott Pkwy W,,,Belleville,IL,62223,6802,4063 Frank Scott Pkwy W,,,Belleville,IL,62223,6802
2021-2022,17,ILLINOIS,IL,Belleville Twp HS-Night/Alt Sch,Belleville Twp HSD 201,1,,IL-50-082-2010-17,1705640,IL-50-082-2010-17-5008220103001,1.70564E+11,1705591,4063 Frank Scott Pkwy W,,,Belleville,IL,62223,6802,4063 Frank Scott Pkwy W,,,Belleville,IL,62223,6802
2021-2022,17,ILLINOIS,IL,Grant Elem School,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608802001,1.70576E+11,1700247,1300 N 34th Ave,,,Melrose Park,IL,60160,2835,1300 N 34th Ave,,,Melrose Park,IL,60160,2835
2021-2022,17,ILLINOIS,IL,Lincoln Elementary School,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608802003,1.70576E+11,1700248,3420 Jackson St,,,Bellwood,IL,60104,2419,3420 Jackson St,,,Bellwood,IL,60104,2419
2021-2022,17,ILLINOIS,IL,McKinley Elem School,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608802005,1.70576E+11,1700250,3317 Butterfield Rd,,,Bellwood,IL,60104,1450,3317 Butterfield Rd,,,Bellwood,IL,60104,1450
2021-2022,17,ILLINOIS,IL,Thurgood Marshall Elem School,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608802006,1.70576E+11,1700251,2501 Oak St,,,Bellwood,IL,60104,1537,2501 Oak St,,,Bellwood,IL,60104,1537
2021-2022,17,ILLINOIS,IL,Roosevelt Middle School,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608801007,1.70576E+11,1700253,2500 Oak St,,,Bellwood,IL,60104,1525,2500 Oak St,,,Bellwood,IL,60104,1525
2021-2022,17,ILLINOIS,IL,Grant Primary,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608802009,1.70576E+11,1705264,1801 N 36th Ave,,,Stone Park,IL,60165,1031,1801 N 36th Ave,,,Stone Park,IL,60165,1031
2021-2022,17,ILLINOIS,IL,Early Childhood Cntr/Lincoln Primary,Bellwood SD 88,1,,IL-06-016-0880-02,1705760,IL-06-016-0880-02-0601608803003,1.70576E+11,1706018,3519 Wilcox Ave,,,Bellwood,IL,60104,2174,3519 Wilcox Ave,,,Bellwood,IL,60104,2174
2021-2022,17,ILLINOIS,IL,Belvidere High School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410000001,1.70579E+11,1700255,1500 East Ave,,,Belvidere,IL,61008,4563,1500 East Ave,,,Belvidere,IL,61008,4563
2021-2022,17,ILLINOIS,IL,Belvidere South Middle School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410001002,1.70579E+11,1700256,919 E 6th St,,,Belvidere,IL,61008,4500,919 E 6th St,,,Belvidere,IL,61008,4500
2021-2022,17,ILLINOIS,IL,Caledonia Elem School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410002003,1.70579E+11,1700257,2311 Randolph St,,,Caledonia,IL,61011,9321,2311 Randolph St,,,Caledonia,IL,61011,9321
2021-2022,17,ILLINOIS,IL,Lincoln Elem School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410002005,1.70579E+11,1700259,1011 Bonus Ave,,,Belvidere,IL,61008,2343,1011 Bonus Ave,,,Belvidere,IL,61008,2343
2021-2022,17,ILLINOIS,IL,Perry Elem School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410002007,1.70579E+11,1700261,633 W Perry St,,,Belvidere,IL,61008,3153,633 W Perry St,,,Belvidere,IL,61008,3153
2021-2022,17,ILLINOIS,IL,Washington Academy,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410002008,1.70579E+11,1700262,1031 5th Ave,,,Belvidere,IL,61008,5139,1031 5th Ave,,,Belvidere,IL,61008,5139
2021-2022,17,ILLINOIS,IL,Meehan Elementary School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410002009,1.70579E+11,1701089,1401 E 6th St,,,Belvidere,IL,61008,6503,1401 E 6th St,,,Belvidere,IL,61008,6503
2021-2022,17,ILLINOIS,IL,Belvidere Central Middle School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410001003,1.70579E+11,1704634,8787 Beloit Rd,,,Belvidere,IL,61008,1701,8787 Beloit Rd,,,Belvidere,IL,61008,1701
2021-2022,17,ILLINOIS,IL,Seth Whitman Elem Sch,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410002010,1.70579E+11,1705760,8989 Beloit Rd,,,Belvidere,IL,61008,1714,8989 Beloit Rd,,,Belvidere,IL,61008,1714
2021-2022,17,ILLINOIS,IL,Belvidere North High Sch,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410000002,1.70579E+11,1705909,9393 Beloit Rd,,,Belvidere,IL,61008,9735,9393 Beloit Rd,,,Belvidere,IL,61008,9735
2021-2022,17,ILLINOIS,IL,Everest High School,Belvidere CUSD 100,1,,IL-04-004-1000-26,1705790,IL-04-004-1000-26-0400410003001,1.70579E+11,1706778,1320 East Ave,,,Belvidere,IL,61008,4559,1320 East Ave,,,Belvidere,IL,61008,4559
2021-2022,17,ILLINOIS,IL,Bement High School,Bement CUSD 5,1,,IL-39-074-0050-26,1705820,IL-39-074-0050-26-3907400500001,1.70582E+11,1700263,201 S Champaign St,,,Bement,IL,61813,1512,201 S Champaign St,,,Bement,IL,61813,1512
2021-2022,17,ILLINOIS,IL,Bement Elementary School,Bement CUSD 5,1,,IL-39-074-0050-26,1705820,IL-39-074-0050-26-3907400502001,1.70582E+11,1704540,201 S Champaign St,,,Bement,IL,61813,1512,201 S Champaign St,,,Bement,IL,61813,1512
2021-2022,17,ILLINOIS,IL,Bement Middle School,Bement CUSD 5,1,,IL-39-074-0050-26,1705820,IL-39-074-0050-26-3907400501001,1.70582E+11,1704541,201 S Champaign St,,,Bement,IL,61813,1512,201 S Champaign St,,,Bement,IL,61813,1512
2021-2022,17,ILLINOIS,IL,Benjamin Middle School,Benjamin SD 25,1,,IL-19-022-0250-02,1705880,IL-19-022-0250-02-1902202501001,1.70588E+11,1700264,28W300 Saint Charles Rd,,,West Chicago,IL,60185,1454,28W300 Saint Charles Rd,,,West Chicago,IL,60185,1454
2021-2022,17,ILLINOIS,IL,Evergreen Elementary School,Benjamin SD 25,1,,IL-19-022-0250-02,1705880,IL-19-022-0250-02-1902202502002,1.70588E+11,1700265,1041 Evergreen Dr,,,Carol Stream,IL,60188,9109,1041 Evergreen Dr,,,Carol Stream,IL,60188,9109
2021-2022,17,ILLINOIS,IL,Blackhawk Middle School,Bensenville SD 2,1,,IL-19-022-0020-02,1705910,IL-19-022-0020-02-1902200201001,1.70591E+11,1700266,250 S Church Rd,,,Bensenville,IL,60106,2303,250 S Church Rd,,,Bensenville,IL,60106,2303
2021-2022,17,ILLINOIS,IL,W A Johnson Sch,Bensenville SD 2,1,,IL-19-022-0020-02,1705910,IL-19-022-0020-02-1902200202005,1.70591E+11,1700269,252 Ridgewood Ave,,,Bensenville,IL,60106,2316,252 Ridgewood Ave,,,Bensenville,IL,60106,2316
2021-2022,17,ILLINOIS,IL,Tioga Elementary School,Bensenville SD 2,1,,IL-19-022-0020-02,1705910,IL-19-022-0020-02-1902200202006,1.70591E+11,1700270,212 W Memorial Rd,,,Bensenville,IL,60106,2692,212 W Memorial Rd,,,Bensenville,IL,60106,2692
2021-2022,17,ILLINOIS,IL,Benton Grade Sch 5-8,Benton CCSD 47,1,,IL-21-028-0470-04,1705950,IL-21-028-0470-04-2102804701002,1.70595E+11,1704370,1000 Forrest St,,,Benton,IL,62812,3337,1000 Forrest St,,,Benton,IL,62812,3337
2021-2022,17,ILLINOIS,IL,Benton Grade Sch K-4,Benton CCSD 47,1,,IL-21-028-0470-04,1705950,IL-21-028-0470-04-2102804702001,1.70595E+11,1704752,1000 E McKenzie St,,,Benton,IL,62812,3352,1000 E McKenzie St,,,Benton,IL,62812,3352
2021-2022,17,ILLINOIS,IL,Franklin Co Detention Center 6-8,Benton CCSD 47,1,,IL-21-028-0470-04,1705950,IL-21-028-0470-04-2102804703001,1.70595E+11,1706598,409 E Washington St,,,Benton,IL,62812,2180,409 E Washington St,,,Benton,IL,62812,2180
2021-2022,17,ILLINOIS,IL,Benton Cons High School,Benton Cons HSD 103,1,,IL-21-028-1030-13,1705970,IL-21-028-1030-13-2102810300001,1.70597E+11,1700278,511 E Main St,,,Benton,IL,62812,2522,511 E Main St,,,Benton,IL,62812,2522
2021-2022,17,ILLINOIS,IL,Franklin Co Detention Center 9-12,Benton Cons HSD 103,1,,IL-21-028-1030-13,1705970,IL-21-028-1030-13-2102810303001,1.70597E+11,1706588,409 E Washington St,,,Benton,IL,62812,2180,409 E Washington St,,,Benton,IL,62812,2180
2021-2022,17,ILLINOIS,IL,MacArthur Middle School,Berkeley SD 87,1,,IL-06-016-0870-02,1706000,IL-06-016-0870-02-0601608701005,1.706E+11,1700279,1310 N Wolf Rd,,,Berkeley,IL,60163,1220,1310 N Wolf Rd,,,Berkeley,IL,60163,1220
2021-2022,17,ILLINOIS,IL,J W Riley Intermediate School,Berkeley SD 87,1,,IL-06-016-0870-02,1706000,IL-06-016-0870-02-0601608702007,1.706E+11,1700280,123 S Wolf Rd,,,Northlake,IL,60164,2353,123 S Wolf Rd,,,Northlake,IL,60164,2353
2021-2022,17,ILLINOIS,IL,Northlake Middle School,Berkeley SD 87,1,,IL-06-016-0870-02,1706000,IL-06-016-0870-02-0601608701006,1.706E+11,1700281,202 S Lakewood Ave,,,Northlake,IL,60164,2581,202 S Lakewood Ave,,,Northlake,IL,60164,2581
2021-2022,17,ILLINOIS,IL,Sunnyside Intermediate School,Berkeley SD 87,1,,IL-06-016-0870-02,1706000,IL-06-016-0870-02-0601608702008,1.706E+11,1700282,5412 Saint Charles Rd,,,Berkeley,IL,60163,1244,5412 Saint Charles Rd,,,Berkeley,IL,60163,1244
2021-2022,17,ILLINOIS,IL,Jefferson Primary School,Berkeley SD 87,1,,IL-06-016-0870-02,1706000,IL-06-016-0870-02-0601608702003,1.706E+11,1700283,225 46th Ave,,,Bellwood,IL,60104,1315,225 46th Ave,,,Bellwood,IL,60104,1315
2021-2022,17,ILLINOIS,IL,Whittier Primary School,Berkeley SD 87,1,,IL-06-016-0870-02,1706000,IL-06-016-0870-02-0601608702010,1.706E+11,1700284,338 Whitehall Ave,,,Northlake,IL,60164,1864,338 Whitehall Ave,,,Northlake,IL,60164,1864
2021-2022,17,ILLINOIS,IL,Prairie Oak School,Berwyn North SD 98,1,,IL-06-016-0980-02,1706060,IL-06-016-0980-02-0601609802001,1.70606E+11,1700285,1427 Oak Park Ave,,,Berwyn,IL,60402,1229,1427 Oak Park Ave,,,Berwyn,IL,60402,1229
2021-2022,17,ILLINOIS,IL,Jefferson Elem School,Berwyn North SD 98,1,,IL-06-016-0980-02,1706060,IL-06-016-0980-02-0601609802003,1.70606E+11,1700286,7035 16th St,,,Berwyn,IL,60402,1369,7035 16th St,,,Berwyn,IL,60402,1369
2021-2022,17,ILLINOIS,IL,Karel Havlicek Elem School,Berwyn North SD 98,1,,IL-06-016-0980-02,1706060,IL-06-016-0980-02-0601609802002,1.70606E+11,1700287,6401 15th St,,,Berwyn,IL,60402,1133,6401 15th St,,,Berwyn,IL,60402,1133
2021-2022,17,ILLINOIS,IL,Lincoln Middle School,Berwyn North SD 98,1,,IL-06-016-0980-02,1706060,IL-06-016-0980-02-0601609801004,1.70606E+11,1700288,6432 16th St,,,Berwyn,IL,60402,1358,6432 16th St,,,Berwyn,IL,60402,1358
2021-2022,17,ILLINOIS,IL,Emerson Elem School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610002001,1.70609E+11,1700289,6850 31st St,,,Berwyn,IL,60402,3058,6850 31st St,,,Berwyn,IL,60402,3058
2021-2022,17,ILLINOIS,IL,Irving Elem School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610002003,1.70609E+11,1700291,3501 Clinton Ave,,,Berwyn,IL,60402,3324,3501 Clinton Ave,,,Berwyn,IL,60402,3324
2021-2022,17,ILLINOIS,IL,Komensky Elem School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610002004,1.70609E+11,1700292,2515 Cuyler Ave,,,Berwyn,IL,60402,2619,2515 Cuyler Ave,,,Berwyn,IL,60402,2619
2021-2022,17,ILLINOIS,IL,Pershing Elem School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610002006,1.70609E+11,1700293,6537 37th St,,,Berwyn,IL,60402,4080,6537 37th St,,,Berwyn,IL,60402,4080
2021-2022,17,ILLINOIS,IL,Heritage Middle School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610001002,1.70609E+11,1703422,6850 31st St,,,Berwyn,IL,60402,3058,6850 31st St,,,Berwyn,IL,60402,3058
2021-2022,17,ILLINOIS,IL,Hiawatha Elem School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610002008,1.70609E+11,1703423,6539 26th St,,,Berwyn,IL,60402,2637,6539 26th St,,,Berwyn,IL,60402,2637
2021-2022,17,ILLINOIS,IL,Freedom Middle School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610001003,1.70609E+11,1705026,3016 Ridgeland Ave,,,Berwyn,IL,60402,2700,3016 Ridgeland Ave,,,Berwyn,IL,60402,2700
2021-2022,17,ILLINOIS,IL,Piper School,Berwyn South SD 100,1,,IL-06-016-1000-02,1706090,IL-06-016-1000-02-0601610002007,1.70609E+11,1705296,2435 Kenilworth Ave,,,Berwyn,IL,60402,2546,2435 Kenilworth Ave,,,Berwyn,IL,60402,2546
2021-2022,17,ILLINOIS,IL,Bethalto East Primary School,Bethalto CUSD 8,1,,IL-41-057-0080-26,1706120,IL-41-057-0080-26-4105700802003,1.70612E+11,1700296,309 Albers Pl,,,Bethalto,IL,62010,1473,309 Albers Pl,,,Bethalto,IL,62010,1473
2021-2022,17,ILLINOIS,IL,Civic Memorial High School,Bethalto CUSD 8,1,,IL-41-057-0080-26,1706120,IL-41-057-0080-26-4105700800001,1.70612E+11,1700298,200 School St,,,Bethalto,IL,62010,1046,200 School St,,,Bethalto,IL,62010,1046
2021-2022,17,ILLINOIS,IL,Meadowbrook Intermediate Sch,Bethalto CUSD 8,1,,IL-41-057-0080-26,1706120,IL-41-057-0080-26-4105700802007,1.70612E+11,1700301,111 W Roosevelt Dr,,,Moro,IL,62067,1545,111 W Roosevelt Dr,,,Moro,IL,62067,1545
2021-2022,17,ILLINOIS,IL,Wilbur Trimpe Middle School,Bethalto CUSD 8,1,,IL-41-057-0080-26,1706120,IL-41-057-0080-26-4105700801002,1.70612E+11,1700302,910 2nd St,,,Bethalto,IL,62010,1437,910 2nd St,,,Bethalto,IL,62010,1437
2021-2022,17,ILLINOIS,IL,Parkside Primary School,Bethalto CUSD 8,1,,IL-41-057-0080-26,1706120,IL-41-057-0080-26-4105700802009,1.70612E+11,1703103,600 E Central St,,,Bethalto,IL,62010,1365,600 E Central St,,,Bethalto,IL,62010,1365
2021-2022,17,ILLINOIS,IL,Bethel Grade School,Bethel SD 82,1,,IL-13-041-0820-02,1706180,IL-13-041-0820-02-1304108202001,1.70618E+11,1700305,1201 Bethel Rd,,,Mount Vernon,IL,62864,7231,1201 Bethel Rd,,,Mount Vernon,IL,62864,7231
